feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,0.38939053,0.09972666,0.10015366,0.07140986,0.28923687,0.028316803
1,0.38837522,0.061287094,0.07798495,0.06059648,0.31039026,0.00069061294
2,0.35583556,0.056763377,0.11246702,0.074734226,0.24336854,-0.017970849
3,0.37589946,0.07659108,0.094735906,0.064178914,0.28116357,0.012412168
4,0.46248338,0.049261197,0.07810198,0.052736994,0.3843814,-0.0034757964
5,0.4895364,0.08416955,0.09661364,0.06287987,0.39292276,0.021289684
6,0.5308679,0.06299131,0.09552643,0.06684953,0.43534145,-0.003858216
7,0.46634835,0.028610054,0.10873003,0.06918864,0.35761833,-0.040578585
8,0.5949343,0.063105516,0.11630255,0.08399303,0.47863173,-0.020887516
9,0.48924088,0.09367543,0.10077035,0.073162585,0.38847053,0.020512842
10,0.4916058,0.09528266,0.10905334,0.081660725,0.38255244,0.013621934
11,0.3724513,0.045073442,0.07611148,0.05792593,0.2963398,-0.012852486
12,0.52630806,0.099326655,0.129955,0.09105795,0.39635307,0.0082687065
13,0.52600974,0.10383675,0.14588784,0.10852637,0.3801219,-0.004689619
14,0.3875232,0.06648935,0.07833271,0.05653529,0.3091905,0.009954058
15,0.6063263,0.16473012,0.12523372,0.09781613,0.48109257,0.066913985
16,0.35735682,0.08073971,0.085439034,0.05730525,0.2719178,0.023434456
17,0.20680833,0.028229471,0.045621637,0.029556122,0.1611867,-0.0013266504
18,0.5697804,0.07728082,0.108241856,0.074937895,0.46153855,0.0023429245
19,0.5685853,0.08534106,0.1009338,0.06781504,0.4676515,0.017526016
20,0.28120568,0.046566233,0.046651635,0.031714946,0.23455405,0.014851287
21,0.45726973,0.0725363,0.09101906,0.06831211,0.36625066,0.0042241886
22,0.5462255,0.10143055,0.123028,0.092044525,0.42319748,0.009386025
23,0.4325082,0.061731964,0.07791954,0.057799913,0.35458866,0.0039320514
24,0.51298696,0.08385688,0.13896252,0.08632285,0.37402445,-0.0024659708
25,0.4312431,0.097545415,0.12365388,0.09615427,0.3075892,0.0013911426
26,0.4245661,0.07128055,0.07307717,0.052057553,0.35148892,0.019222993
27,0.32259625,0.060949218,0.09332145,0.06498045,0.22927481,-0.0040312298
28,0.39320144,0.08526021,0.068629764,0.05338297,0.32457167,0.031877242
29,0.4351481,0.07460758,0.09375746,0.07137396,0.34139064,0.003233619
30,0.4768956,0.038686883,0.10286862,0.067315154,0.37402698,-0.028628271
31,0.5654363,0.1025785,0.12453635,0.08690106,0.44089997,0.015677437
32,0.5954619,0.04270119,0.09617703,0.06755787,0.49928486,-0.024856683
33,0.5503018,0.09567274,0.1017999,0.068121664,0.44850188,0.027551077
34,0.46428892,0.104425766,0.11087387,0.07575449,0.35341504,0.028671272
35,0.60662067,0.103823625,0.14276916,0.09824052,0.4638515,0.0055831075
36,0.6193045,0.1268608,0.112546846,0.08702916,0.5067576,0.03983164
37,0.58223766,0.11514825,0.10392932,0.077909,0.47830835,0.037239246
38,0.49771893,0.054746363,0.0753574,0.05243281,0.42236152,0.0023135543
39,0.5012692,0.060530048,0.08870078,0.0604214,0.41256845,0.00010864809
40,0.46270972,0.07598453,0.097789995,0.06968695,0.36491972,0.006297581
41,0.3621174,0.05575505,0.08547759,0.06325815,0.27663982,-0.0075030997
42,0.5532597,0.1386754,0.12461946,0.08970956,0.42864022,0.04896585
43,0.5671597,0.13179345,0.14002182,0.10119984,0.4271379,0.030593611
44,0.42888877,0.02716219,0.048926402,0.03441888,0.37996235,-0.0072566904
45,0.5034384,0.10784044,0.124001116,0.091866046,0.3794373,0.015974395
46,0.57730883,0.06986728,0.141841,0.09530064,0.43546784,-0.025433354
47,0.48922423,0.06899524,0.09859479,0.05526328,0.39062944,0.0137319565
48,0.6026635,0.06731153,0.11290081,0.071705654,0.48976272,-0.0043941215
49,0.3586837,0.046442967,0.068558276,0.04530483,0.29012543,0.0011381358
50,0.41514117,0.058503173,0.07209076,0.053002376,0.34305042,0.005500797
51,0.42800075,0.07010433,0.095120765,0.06601464,0.33288,0.0040896907
52,0.36663666,0.032926224,0.087572835,0.058436815,0.27906382,-0.02551059
53,0.5291993,0.12851717,0.12083428,0.08798205,0.408365,0.040535115
54,0.4847521,0.085612275,0.081192315,0.05473859,0.40355977,0.030873686
55,0.58660823,0.100185275,0.1106051,0.080976464,0.47600314,0.019208811
56,0.5170759,0.06815764,0.087259725,0.059294447,0.4298162,0.008863196
57,0.3888941,0.060805943,0.07695718,0.05153204,0.31193691,0.009273902
58,0.55910397,0.084933825,0.13502197,0.09209895,0.42408198,-0.0071651265
59,0.49295247,0.08036266,0.123524435,0.08735269,0.36942804,-0.0069900304
60,0.48064694,0.06573808,0.08304432,0.06086808,0.39760262,0.004870001
61,0.5184497,0.09372415,0.13042311,0.09138696,0.3880266,0.0023371875
62,0.38932186,0.073055275,0.088955,0.06715631,0.30036688,0.0058989674
63,0.37703767,0.07025601,0.08625084,0.05667569,0.29078683,0.013580319
64,0.36068937,0.07069984,0.08729634,0.06046329,0.27339303,0.01023655
65,0.55707246,0.08371997,0.12357954,0.08283962,0.43349293,0.0008803457
66,0.4883649,0.06299055,0.0877473,0.058856245,0.4006176,0.0041343085
67,0.41291493,0.059256095,0.08425543,0.05726581,0.3286595,0.0019902848
68,0.4242531,0.037400097,0.068831414,0.04522005,0.3554217,-0.007819954
69,0.37336677,0.09904843,0.075167425,0.056217972,0.29819936,0.042830456
70,0.3450797,0.042616427,0.07059237,0.051561065,0.27448732,-0.008944638
71,0.55747324,0.07207572,0.117828004,0.077433884,0.43964523,-0.005358167
72,0.52798814,0.11187809,0.12416857,0.09092209,0.40381956,0.020956002
73,0.5617244,0.07719304,0.09689876,0.06356656,0.46482566,0.013626479
74,0.5547804,0.08528858,0.11916767,0.08798341,0.43561274,-0.0026948303
75,0.3291634,0.046768475,0.06433304,0.04544287,0.26483035,0.0013256036
