source,layer,d_model,mean_struct_delta,mean_seq_delta,n_edges,perplexity,ppl_kind
ckpt_clm_s42,11,320,0.02485857903957367,0.2786543071269989,857542,18.174215569180138,causal
ckpt_clm_s42,14,320,0.03426409885287285,0.35639438033103943,857542,18.174215569180138,causal
ckpt_clm_s42,18,320,0.03763314336538315,0.38692349195480347,857542,18.174215569180138,causal
