source,layer,d_model,mean_struct_delta,mean_seq_delta,n_edges,perplexity,ppl_kind
ckpt_clm_s42,11,320,0.005961412563920021,0.29748615622520447,857542,16.43001483099862,causal
ckpt_clm_s42,14,320,0.004840130917727947,0.39661335945129395,857542,16.43001483099862,causal
ckpt_clm_s42,18,320,0.010298606008291245,0.41525307297706604,857542,16.43001483099862,causal
