feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,0.6561233,0.08571284,0.11425602,0.078484625,0.54186726,0.007228218
1,0.6362533,0.050187476,0.09210174,0.06772677,0.54415154,-0.017539293
2,0.45953196,0.046715446,0.05833058,0.045137215,0.40120137,0.0015782304
3,0.54914343,0.124336675,0.13348271,0.10019931,0.41566074,0.024137363
4,0.4943058,0.065440014,0.14186607,0.10664663,0.3524397,-0.041206613
5,0.4263511,0.08844996,0.098950215,0.06876461,0.3274009,0.01968535
6,0.56285435,0.05949573,0.056362405,0.04084204,0.50649196,0.018653687
7,0.42392728,0.04528183,0.07879887,0.05576527,0.34512842,-0.01048344
8,0.5499576,0.05150957,0.080179974,0.061166935,0.46977758,-0.009657364
9,0.17242996,0.025202123,0.034650035,0.022835296,0.13777992,0.0023668278
10,0.5025822,0.056904066,0.070592195,0.047252115,0.43199,0.0096519515
11,0.42467234,0.07717591,0.06521648,0.04663282,0.35945585,0.030543089
12,0.5760089,0.040702667,0.07605393,0.055197522,0.499955,-0.014494855
13,0.5026475,0.0996615,0.1061888,0.078847244,0.39645872,0.020814255
14,0.4296627,0.07623974,0.07891449,0.06052661,0.3507482,0.015713133
15,0.6830147,0.1289489,0.1344537,0.09280958,0.548561,0.036139317
16,0.5491236,0.09862609,0.1322632,0.10044974,0.4168604,-0.0018236488
17,0.37750244,0.022620197,0.06550435,0.04562436,0.3119981,-0.023004163
18,0.54556566,0.03381902,0.0788173,0.049951576,0.46674836,-0.016132556
19,0.6315548,0.10409573,0.13433018,0.11000538,0.4972246,-0.0059096515
20,0.4554117,0.016102077,0.08148166,0.05857672,0.37393004,-0.042474642
21,0.5169315,0.10882296,0.11215539,0.085643485,0.4047761,0.023179471
22,0.47149324,0.042991597,0.08239895,0.052483648,0.3890943,-0.009492051
23,0.42674556,0.04283193,0.06651439,0.03836015,0.36023116,0.0044717826
24,0.4477167,0.047747444,0.077363744,0.054740276,0.37035298,-0.006992832
25,0.5064763,0.07045275,0.095913365,0.06867442,0.41056293,0.0017783269
26,0.3221396,0.050751437,0.12375726,0.081537336,0.19838233,-0.0307859
27,0.58709276,0.08783734,0.13636379,0.087667674,0.45072895,0.00016966462
