feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,0.40438518,0.06380802,0.081576884,0.05952204,0.3228083,0.0042859763
1,0.39861977,0.060430106,0.08309023,0.049429,0.31552953,0.011001106
2,0.4594439,0.060107946,0.09688555,0.06905391,0.36255836,-0.008945964
3,0.37598294,0.02911944,0.05077793,0.037183005,0.325205,-0.008063566
4,0.3141045,0.052212022,0.067817785,0.04673084,0.24628672,0.0054811835
5,0.4700962,0.06649943,0.074775584,0.057829082,0.39532062,0.008670345
6,0.4137748,0.07078935,0.10502076,0.07710875,0.30875403,-0.006319396
7,0.41173914,0.03720722,0.0729308,0.05185598,0.33880836,-0.014648762
8,0.15222412,0.020678608,0.029344272,0.018214215,0.12287985,0.0024643932
9,0.34255654,0.07689432,0.0890512,0.071167186,0.25350535,0.0057271346
10,0.37263295,0.091391295,0.11792274,0.093707964,0.2547102,-0.0023166686
11,0.34381932,0.008124702,0.013991086,0.01497305,0.32982823,-0.0068483483
12,0.38920897,0.03795355,0.041734077,0.036225982,0.3474749,0.0017275698
13,0.36971667,0.04587672,0.08690391,0.05975174,0.28281277,-0.0138750225
14,0.37145805,0.035739332,0.061472125,0.04149375,0.30998594,-0.0057544187
15,0.32180056,0.022161322,0.054973107,0.03516958,0.26682746,-0.013008257
16,0.376303,0.055860557,0.06749289,0.051128466,0.3088101,0.004732091
17,0.38300404,0.069521025,0.08662802,0.07185481,0.29637602,-0.0023337826
18,0.44858646,0.08555561,0.07755337,0.05939131,0.3710331,0.026164304
19,0.48957947,0.049695455,0.058621358,0.043140944,0.43095812,0.0065545104
20,0.31767255,0.033167772,0.06125077,0.039014466,0.25642177,-0.005846694
21,0.35940266,0.016688526,0.05282871,0.038680077,0.30657396,-0.02199155
22,0.31103054,0.051084716,0.060818247,0.036744524,0.25021228,0.014340192
23,0.39246878,0.050405357,0.07604059,0.05390656,0.31642818,-0.003501203
24,0.3251029,0.04704315,0.0742532,0.053322207,0.2508497,-0.0062790588
25,0.25893208,0.025856152,0.020625582,0.015907962,0.23830651,0.00994819
26,0.40770113,0.04224736,0.059322976,0.044167716,0.34837815,-0.0019203573
27,0.3128889,0.0145233115,0.035533376,0.027439546,0.27735552,-0.012916234
28,0.34071192,0.05015513,0.07149063,0.05228907,0.2692213,-0.0021339394
29,0.24747647,0.045874186,0.05471421,0.033785366,0.19276226,0.01208882
30,0.36484995,0.051546745,0.06894408,0.03772729,0.2959059,0.013819456
31,0.3481811,0.036807455,0.049236692,0.037686802,0.2989444,-0.0008793473
32,0.3127114,0.045486517,0.054315746,0.041266937,0.25839564,0.0042195804
33,0.2807172,0.03978866,0.055846553,0.042234793,0.22487064,-0.0024461336
34,0.33216667,0.055781044,0.075321466,0.05071799,0.2568452,0.005063053
35,0.3005379,0.029432563,0.03772769,0.029053604,0.26281023,0.00037895888
36,0.44624293,0.06508296,0.07888671,0.052265316,0.3673562,0.012817644
37,0.39213526,0.040399645,0.06457023,0.046726964,0.327565,-0.00632732
38,0.2886419,0.058490455,0.07155739,0.053066753,0.21708451,0.0054237023
39,0.5357727,0.033804893,0.07382049,0.04724502,0.4619522,-0.013440125
40,0.22704224,0.05281154,0.05367311,0.031183997,0.17336914,0.021627543
41,0.4338785,0.06560128,0.057628732,0.043360703,0.3762498,0.02224058
42,0.52814615,0.07165893,0.09691681,0.064251974,0.43122935,0.0074069574
43,0.35893318,0.051871914,0.0792702,0.062706284,0.27966297,-0.01083437
