feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,0.20865196,-0.0041953716,0.033223953,0.020225866,0.175428,-0.024421237
1,0.17945038,0.023555076,0.03357141,0.025794428,0.14587897,-0.002239352
2,0.4600301,0.049757868,0.1092438,0.07429466,0.3507863,-0.024536788
3,0.37485263,0.04881432,0.08407231,0.05714958,0.2907803,-0.008335263
4,0.31368288,0.023107322,0.04335265,0.028296601,0.27033025,-0.005189279
5,0.54407096,0.06837637,0.0748879,0.04570188,0.46918306,0.02267449
6,0.44762987,0.059703205,0.10372708,0.06867814,0.3439028,-0.008974936
7,0.29306874,0.003403812,0.052796908,0.029921742,0.24027184,-0.02651793
8,0.4688634,0.013390792,0.06676402,0.046488725,0.40209937,-0.033097934
9,0.5361103,0.09582398,0.09201462,0.06426057,0.44409567,0.03156341
10,0.47976592,0.10272371,0.12820813,0.08974303,0.3515578,0.012980677
11,0.4569711,0.04468448,0.0770749,0.054338586,0.37989622,-0.009654105
12,0.60820013,0.0755018,0.10885192,0.075336434,0.49934822,0.00016536564
13,0.45719716,0.06396284,0.090662435,0.06893499,0.3665347,-0.0049721524
14,0.181838,0.03686278,0.062163286,0.043805122,0.11967472,-0.006942343
15,0.6728821,0.12742779,0.12716979,0.09297657,0.5457123,0.034451216
16,0.23837472,0.035283018,0.04551421,0.032902364,0.19286051,0.0023806542
17,0.17517251,0.01853479,0.024391249,0.016074348,0.15078126,0.0024604425
18,0.5309594,0.017043633,0.056418728,0.038122736,0.4745407,-0.021079103
19,0.51931167,0.03640383,0.054528836,0.03291976,0.46478283,0.0034840703
20,0.198689,0.045020793,0.04333813,0.03248027,0.15535086,0.012540523
21,0.3837636,0.028779566,0.05301847,0.038780615,0.33074513,-0.010001048
22,0.6246597,0.07646881,0.10533193,0.07441452,0.51932776,0.002054289
23,0.38710862,0.0377534,0.057583284,0.043754473,0.32952535,-0.006001074
24,0.58266217,0.047584914,0.098858394,0.061161056,0.48380378,-0.0135761425
25,0.43794078,0.08566967,0.1140616,0.0881333,0.32387918,-0.0024636313
26,0.3305183,0.063616574,0.06549527,0.0436658,0.26502305,0.019950774
27,0.28123328,0.045039233,0.07087078,0.048691116,0.2103625,-0.0036518835
28,0.43179676,0.08896424,0.079761446,0.060005978,0.3520353,0.028958261
29,0.39158478,0.06655637,0.07692184,0.05757979,0.31466293,0.008976582
30,0.44584483,0.037756685,0.09589884,0.061273098,0.349946,-0.023516413
31,0.5474253,0.09259109,0.0998484,0.068992056,0.44757694,0.023599036
32,0.49832016,0.017776724,0.065566644,0.042953778,0.4327535,-0.025177054
33,0.5500368,0.07356021,0.097695455,0.06768883,0.45234132,0.005871378
34,0.42725134,0.048336066,0.07782575,0.051456098,0.34942558,-0.0031200312
35,0.58076996,0.096167564,0.12290901,0.08306899,0.45786095,0.013098575
36,0.648041,0.088131316,0.08260578,0.062979944,0.56543523,0.025151372
37,0.537165,0.0773029,0.07793717,0.053672213,0.4592278,0.02363069
38,0.46025005,-0.0031259337,0.014552179,0.009233785,0.44569787,-0.012359719
39,0.538693,0.04261586,0.08907349,0.05997839,0.44961953,-0.017362528
