feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,1.3366348,0.4893326,0.5472411,0.3536211,0.78939366,0.13571149
1,1.4120789,0.56355333,0.7734049,0.5521992,0.63867396,0.011354148
2,0.15180846,0.12309053,0.06340797,0.04760196,0.08840048,0.07548857
3,1.1056536,0.33727336,0.4632879,0.3238271,0.64236575,0.013446271
4,0.6608439,0.26102474,0.3130196,0.23065658,0.3478243,0.030368164
5,0.053471223,0.10750004,0.046200488,0.032488614,0.0072707348,0.075011425
6,-0.009422926,0.12187917,0.008173066,0.0034759655,-0.017595991,0.118403204
7,0.0492466,0.02769677,0.015891632,0.014389902,0.033354968,0.013306867
8,0.01791504,0.03792465,0.022916237,0.018369123,-0.0050011966,0.019555528
9,-0.0046019107,0.15129341,0.012654042,0.008148037,-0.017255953,0.14314538
10,0.041494038,0.11782796,0.027101856,0.017270092,0.014392182,0.10055786
11,0.05082053,0.021198569,0.021380913,0.019047113,0.029439617,0.0021514557
12,0.37166005,0.19584464,0.25777048,0.1853747,0.113889575,0.010469928
13,0.26542976,0.19357042,0.15273564,0.097919255,0.11269413,0.095651165
14,0.8715165,0.36761725,0.5251738,0.38011748,0.34634274,-0.0125002265
15,0.0781734,0.094808035,0.09179032,0.06673375,-0.0136169195,0.028074287
16,1.3903148,0.66758287,0.81299293,0.6091014,0.5773219,0.058481455
17,0.257896,0.1547498,0.18090504,0.12603886,0.07699096,0.028710932
18,0.9839272,0.32851207,0.42581543,0.3129359,0.5581118,0.015576184
19,1.3321956,0.59917426,0.83293545,0.58443743,0.4992602,0.014736831
20,0.061890353,-0.017389342,0.048295505,0.028172437,0.013594847,-0.04556178
21,0.066684425,0.044069935,0.06064146,0.04620602,0.0060429648,-0.0021360852
22,0.009679927,0.14683917,0.03643652,0.01946221,-0.026756594,0.12737696
23,0.10454609,0.12511298,0.13151774,0.10240674,-0.026971646,0.02270624
24,0.053449314,0.042272687,0.033364043,0.03007868,0.020085271,0.012194008
25,1.4406985,0.6893515,0.9410114,0.62954825,0.49968708,0.059803247
26,1.3104955,0.42916998,0.5866653,0.39601535,0.7238302,0.033154637
27,0.82200944,0.45358863,0.5736343,0.42075816,0.24837512,0.032830477
28,0.05729988,0.024961485,0.06381036,0.04802371,-0.006510485,-0.023062224
29,1.518748,0.49198523,0.8048679,0.60212636,0.7138801,-0.11014113
30,1.3396714,0.77318305,0.9335693,0.683643,0.40610206,0.089540064
31,0.16646732,0.07117108,0.07373242,0.05938067,0.0927349,0.011790413
32,0.85257834,0.3683815,0.5215186,0.355607,0.33105975,0.012774497
33,0.041453563,0.028143385,0.034140714,0.024314854,0.007312849,0.0038285311
34,0.93704087,0.57019764,0.58336914,0.42671353,0.35367173,0.14348412
35,0.9130739,0.39854154,0.4499317,0.31957945,0.4631422,0.07896209
36,0.98497015,0.3583094,0.48382288,0.34509435,0.5011473,0.013215035
37,0.7479924,0.27964297,0.32058483,0.20390093,0.42740756,0.075742036
38,0.422749,0.26619613,0.20943353,0.15822808,0.21331549,0.10796805
39,0.21429604,0.08706497,0.13814959,0.09607154,0.07614645,-0.009006575
40,1.700868,0.8318446,1.1042917,0.7539415,0.59657633,0.07790315
41,0.05367471,0.040592574,0.048681073,0.03633763,0.004993636,0.0042549446
42,0.0748186,0.010524252,0.04053256,0.029226923,0.034286045,-0.018702671
43,1.0293323,0.48534983,0.6778889,0.4947857,0.3514434,-0.009435862
44,1.0585213,0.46827307,0.60559213,0.46432552,0.45292914,0.003947556
45,0.13353549,0.065527804,0.068479314,0.05249201,0.065056175,0.013035793
46,0.118066706,0.024417778,0.094674096,0.064085506,0.02339261,-0.039667726
47,1.0232701,0.5111522,0.6921235,0.47962198,0.33114666,0.03153023
48,0.9469556,0.4250578,0.5943512,0.42856058,0.35260445,-0.0035027862
49,0.84154534,0.46692923,0.59298265,0.4259177,0.2485627,0.041011512
50,0.11042278,0.051734578,0.07477845,0.049792726,0.03564433,0.0019418523
51,0.14091356,0.014366814,0.054728083,0.027492573,0.08618548,-0.01312576
52,1.4925823,0.6836764,0.7269906,0.5170662,0.76559174,0.16661024
53,0.8439108,0.31983763,0.447946,0.30847663,0.3959648,0.011361003
54,0.028749757,-0.013178595,0.024246257,0.021626974,0.0045034997,-0.03480557
55,0.9233968,0.45225376,0.61094165,0.42100176,0.31245518,0.031251997
56,0.7518578,0.23232007,0.3202651,0.2279485,0.4315927,0.0043715686
57,0.21596311,-0.009120179,0.11436931,0.06653269,0.1015938,-0.07565287
58,-0.010638424,0.13142823,0.020777645,0.010214922,-0.03141607,0.1212133
59,1.0206364,0.58243334,0.6917592,0.46265665,0.3288772,0.119776696
60,0.84653014,0.4585623,0.5553249,0.40364903,0.29120523,0.054913282
61,0.064757384,-0.002681294,0.055897046,0.035258215,0.0088603385,-0.037939508
62,0.05709947,0.015020609,0.0457964,0.03417792,0.011303067,-0.019157313
63,0.25688612,0.14935608,0.19677308,0.1436996,0.060113043,0.005656481
64,0.12736098,0.0053177904,0.08385117,0.045792352,0.04350981,-0.040474564
65,0.2099301,0.13322979,0.12948391,0.07674514,0.0804462,0.056484655
66,0.10370117,0.05688951,0.05256494,0.037695967,0.051136225,0.019193545
67,0.11319958,0.07306623,0.07728909,0.059016574,0.035910487,0.014049653
68,1.0731814,0.31743565,0.4308989,0.3069499,0.6422825,0.0104857385
69,1.4364748,0.48089218,0.6403693,0.42461127,0.7961055,0.05628091
70,0.100515865,0.00029963264,0.0508401,0.036826033,0.049675766,-0.0365264
71,0.53245986,0.20720676,0.2136167,0.14991263,0.31884316,0.05729413
72,0.013697367,-0.05314438,0.01873404,0.008472865,-0.0050366726,-0.061617248
73,0.124709345,0.057044506,0.08867308,0.06353723,0.036036268,-0.0064927265
74,0.08584258,0.17022684,0.060035188,0.040143702,0.025807392,0.13008314
75,0.82971114,0.37359864,0.5237137,0.35095137,0.30599743,0.022647262
76,0.21767907,0.12946068,0.15758125,0.11637902,0.060097814,0.013081655
77,0.8573639,0.3613161,0.47041494,0.34335142,0.38694894,0.01796469
78,1.0130152,0.42511868,0.3972687,0.2492204,0.61574644,0.17589828
79,0.029430639,0.1333074,0.026443357,0.016732996,0.0029872824,0.1165744
