feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,0.07156229,0.050511096,0.08339571,0.06230455,-0.011833422,-0.011793453
1,0.9239635,0.29966176,0.46797812,0.28176576,0.45598537,0.017895997
2,-0.018180802,0.037403416,0.006017113,0.0046304455,-0.024197916,0.03277297
3,0.3841542,0.17332208,0.21687788,0.1683002,0.16727632,0.005021885
4,0.07026383,0.046036415,0.03870455,0.024584668,0.03155928,0.021451747
5,0.026248239,-0.0032504092,0.033942316,0.02578926,-0.0076940767,-0.02903967
6,0.075349405,0.07101912,0.034692883,0.024468658,0.040656522,0.04655046
7,0.025387071,0.10043977,0.041822564,0.030704696,-0.016435493,0.06973508
8,0.84607875,0.45829445,0.5389987,0.42198622,0.30708003,0.03630823
9,0.19012052,0.09180771,0.11796419,0.08238413,0.072156325,0.009423576
10,0.07514704,0.06284248,0.0382192,0.021834183,0.03692784,0.041008297
11,-0.029796446,0.117489815,0.01555388,0.0073620756,-0.045350324,0.11012774
12,0.6990075,0.27836293,0.34590194,0.25161943,0.35310557,0.026743501
13,0.12217068,0.0762277,0.07082789,0.056329545,0.051342793,0.019898158
14,0.19984168,0.10782004,0.09716348,0.07018237,0.102678195,0.037637673
15,0.13179183,0.08925855,0.083583795,0.056884643,0.048208036,0.03237391
16,0.6115458,0.27275848,0.29961237,0.22639479,0.31193343,0.046363696
17,0.05018473,0.045485836,0.03752862,0.028810227,0.012656111,0.016675608
18,0.10213388,0.04779063,0.05446422,0.035489324,0.047669657,0.012301307
19,0.10963266,0.043957703,0.08714294,0.063802734,0.022489727,-0.019845031
20,0.06694716,0.020218996,0.029345723,0.016744224,0.03760144,0.003474772
21,0.74123484,0.3070084,0.3582651,0.26332742,0.38296974,0.043680966
22,0.8633803,0.4031412,0.5024336,0.36415958,0.3609467,0.038981616
23,0.04082378,0.028830528,0.038920663,0.022331,0.0019031167,0.006499529
24,1.0293534,0.37252447,0.5425619,0.35072127,0.4867915,0.0218032
25,0.8987916,0.37037942,0.4747595,0.33925074,0.42403212,0.031128675
26,1.0785378,0.33327365,0.49189988,0.33645737,0.586638,-0.0031837225
27,0.9938563,0.49657798,0.67957145,0.44661063,0.31428486,0.04996735
28,0.074244715,0.06283149,0.06054434,0.027671017,0.0137003735,0.035160474
29,0.4205314,0.22128616,0.3168785,0.2022291,0.103652894,0.019057065
30,0.6031039,0.28723985,0.3442869,0.2621527,0.258817,0.025087148
31,0.046591744,-0.01897498,0.03921392,0.022334099,0.0073778257,-0.04130908
32,0.1561543,0.10393076,0.11115984,0.0724307,0.044994466,0.031500056
33,0.05033937,0.03295583,0.039998397,0.02795707,0.010340974,0.0049987584
34,0.059235737,0.056166165,0.0350598,0.02761422,0.024175938,0.028551945
35,0.23175769,0.09583357,0.11582354,0.089343816,0.11593415,0.0064897537
36,1.3934982,0.7309609,1.0079894,0.7407267,0.38550878,-0.009765804
37,0.009538717,0.0018462064,0.044146422,0.030259592,-0.034607705,-0.028413385
38,0.8125842,0.31523094,0.41682616,0.31028453,0.39575806,0.0049464107
39,0.07047333,0.059210323,0.05499476,0.036854587,0.01547857,0.022355735
40,0.62172705,0.24332297,0.33454597,0.24231249,0.28718108,0.0010104775
41,0.35350376,0.23930022,0.3023731,0.2155767,0.051130652,0.023723528
42,0.11905127,0.041545432,0.06860252,0.045455147,0.050448753,-0.0039097145
43,0.12899657,0.05042383,0.08668071,0.054569535,0.042315856,-0.004145704
44,0.21509875,0.1887786,0.14043163,0.10125157,0.074667126,0.08752702
45,0.039532315,0.010886448,0.030996814,0.018739043,0.008535501,-0.007852594
46,0.6843689,0.20361604,0.2697546,0.2083527,0.41461432,-0.004736662
47,0.1496883,0.07330818,0.105063476,0.06883794,0.044624828,0.0044702366
48,0.103401035,0.10110709,0.07000965,0.04237882,0.033391386,0.05872827
49,0.488554,0.24424382,0.34061176,0.21909066,0.14794225,0.02515316
50,-0.041307352,0.18163647,0.027652979,0.012080504,-0.06896033,0.16955596
51,0.18093023,0.10411774,0.10728207,0.08014655,0.073648155,0.023971193
52,0.06256295,0.056523345,0.05059854,0.037556957,0.011964411,0.018966388
53,0.63890743,0.24658208,0.36975965,0.25184676,0.26914778,-0.0052646846
54,1.0030516,0.31908756,0.56032676,0.34216174,0.44272488,-0.02307418
55,0.07098682,0.06649042,0.047360998,0.03238076,0.023625825,0.03410966
56,0.14967509,0.211055,0.11023034,0.09275801,0.039444745,0.11829699
57,0.12367517,0.028549591,0.053821824,0.025047304,0.06985334,0.003502287
58,0.051939923,0.02168875,0.029229987,0.0198442,0.022709936,0.0018445496
59,0.77860165,0.32357597,0.34942168,0.26431075,0.42917997,0.059265226
60,0.8421832,0.40715566,0.5000396,0.383602,0.3421436,0.02355367
61,0.03989751,-0.011776878,0.026038032,0.016359393,0.013859477,-0.02813627
62,1.0607518,0.35084847,0.50891477,0.3636062,0.551837,-0.012757748
63,0.07870837,0.12186197,0.06991146,0.045973867,0.008796915,0.075888105
64,0.7881106,0.3424406,0.43343368,0.2909915,0.35467693,0.05144912
65,0.1996996,0.075676546,0.097324565,0.07018257,0.10237503,0.005493976
66,0.021889135,0.010484135,0.01310063,0.009152478,0.008788506,0.0013316572
67,1.068199,0.50799954,0.5844068,0.44393086,0.48379225,0.064068675
68,0.09342118,0.0532245,0.0664667,0.043211613,0.026954487,0.010012887
69,-0.031262107,0.11743329,0.009912902,0.0035398013,-0.041175008,0.11389349
70,1.2677096,0.6106527,0.81404924,0.5991436,0.45366037,0.011509061
71,0.066301145,0.05745198,0.030042002,0.025272163,0.036259145,0.032179818
72,0.48615718,0.19757336,0.27858195,0.20270067,0.20757523,-0.0051273108
73,0.5967562,0.25914446,0.35653186,0.2369792,0.24022436,0.022165254
74,0.039527807,-0.013031244,0.017653314,0.013388641,0.021874493,-0.026419885
75,0.5223533,0.19202794,0.28504446,0.20402233,0.23730883,-0.011994392
76,0.83573705,0.39997238,0.5447862,0.3680927,0.29095083,0.031879693
77,0.028616145,0.0436528,0.015350599,0.008556321,0.013265546,0.035096478
78,1.0328815,0.4651514,0.61446273,0.45235965,0.41841877,0.012791753
79,0.7878583,0.2424469,0.3361254,0.22151104,0.4517329,0.020935863
80,0.84971505,0.2908595,0.46493098,0.3066648,0.38478407,-0.015805304
81,0.013812576,0.13272864,0.032014195,0.014144089,-0.01820162,0.11858454
82,-0.03140065,0.12088049,0.015388735,0.0063831895,-0.046789385,0.114497304
83,0.8526008,0.4858114,0.56541514,0.4207886,0.28718567,0.065022826
84,1.0793083,0.5150436,0.74870217,0.49091575,0.3306061,0.02412787
85,0.6983333,0.34745744,0.4357119,0.31455445,0.26262143,0.032902986
86,0.03964088,0.063701846,0.047927707,0.033371486,-0.008286826,0.03033036
87,0.28630802,0.09336808,0.14144057,0.092406034,0.14486745,0.00096204877
88,0.47211644,0.246904,0.2992334,0.22946465,0.17288303,0.01743935
89,0.030690214,0.014522872,0.026248794,0.018457925,0.0044414196,-0.003935053
90,0.07132148,0.21644168,0.04576547,0.03832097,0.02555601,0.1781207
91,0.87247396,0.48540008,0.6005589,0.4383736,0.27191508,0.047026485
92,0.056014914,0.048691675,0.021521099,0.016764784,0.034493815,0.031926893
93,0.5099101,0.2120286,0.32315898,0.22396639,0.18675113,-0.011937797
94,0.8612686,0.34601495,0.6118208,0.35011944,0.24944776,-0.004104495
95,0.052306727,0.10579319,0.04628599,0.026668394,0.006020736,0.0791248
96,0.025471639,0.052903127,0.021346295,0.018962381,0.0041253436,0.033940747
97,1.1810633,0.35535216,0.45559654,0.33426014,0.7254667,0.021092027
98,1.0496602,0.5795762,0.7691686,0.53332245,0.2804916,0.04625374
99,0.14636847,0.15775035,0.11393404,0.07540349,0.032434434,0.082346864
100,0.07467913,0.012379309,0.039580822,0.030248355,0.035098307,-0.017869046
101,0.15420613,0.070456415,0.091718085,0.062330175,0.06248804,0.00812624
102,0.0542687,0.014714545,0.04629396,0.031860165,0.00797474,-0.01714562
103,0.056590024,0.14836438,0.05617062,0.040484242,0.00041940436,0.10788014
104,-0.040345933,0.11492631,0.0045542973,-0.0010937523,-0.04490023,0.11602006
105,0.91088885,0.4514639,0.52071434,0.39070988,0.3901745,0.06075403
106,0.11531869,0.020970805,0.1014058,0.059250988,0.013912894,-0.03828018
107,0.1037833,0.084734045,0.0634518,0.04609056,0.040331505,0.038643487
108,0.05179121,0.03928627,0.0114545105,0.010022701,0.0403367,0.02926357
109,0.8388878,0.29310054,0.5153067,0.3422315,0.3235811,-0.049130976
110,0.07404302,0.11346536,0.04772876,0.035924815,0.026314262,0.07754055
111,1.0094643,0.35505852,0.47168782,0.33769622,0.53777647,0.017362297
112,0.007907689,-0.05380524,0.021824863,0.008468697,-0.013917174,-0.062273934
113,0.9355035,0.486202,0.5119985,0.4026231,0.423505,0.083578914
114,0.08464544,0.14822678,0.07028805,0.043424834,0.0143573955,0.10480195
115,0.78608125,0.42024228,0.51054823,0.3535115,0.27553302,0.06673077
116,0.23187564,0.09704354,0.107386015,0.091629036,0.12448963,0.005414501
117,0.6071243,0.22566144,0.2801204,0.18990934,0.32700393,0.035752103
118,1.0442573,0.5161363,0.693685,0.5287938,0.3505723,-0.012657523
119,1.0444996,0.43500304,0.58063245,0.43544552,0.4638672,-0.00044247508
120,-0.027172651,0.13048315,0.022909233,0.010888662,-0.050081886,0.119594485
121,0.0971491,0.08445441,0.064857446,0.03704223,0.03229165,0.04741218
122,0.08301285,0.11925443,0.06772987,0.047365017,0.015282981,0.071889415
123,1.0044922,0.49050263,0.62279636,0.4663575,0.3816958,0.024145126
124,0.19430594,0.15764304,0.100673035,0.06798723,0.09363291,0.0896558
125,0.06534615,-0.018603379,0.043835178,0.021686198,0.021510974,-0.040289577
126,1.256631,0.28016385,0.32492313,0.24270004,0.93170786,0.037463814
127,0.34996384,0.20457171,0.26399434,0.19611044,0.08596951,0.008461267
128,0.02393828,-0.013261642,0.014085681,0.010270178,0.009852598,-0.02353182
129,0.880857,0.386103,0.54037493,0.3791369,0.34048206,0.006966114
130,0.020652289,-0.033305798,0.016376192,0.008394492,0.004276097,-0.04170029
131,0.73736984,0.3097039,0.4194572,0.29463643,0.31791264,0.015067458
132,-0.027352609,0.11983801,0.010012338,0.0030775708,-0.037364945,0.11676043
133,0.68991417,0.26227015,0.3754962,0.27735153,0.31441796,-0.015081376
134,0.8416143,0.37180063,0.42645863,0.30089518,0.41515568,0.07090545
135,0.24392378,0.0841025,0.13638642,0.07724597,0.10753736,0.0068565235
136,0.096461676,0.063840844,0.07281467,0.04390853,0.023647003,0.019932315
137,0.9243905,0.2739708,0.3199909,0.22538902,0.60439956,0.048581794
138,0.9769907,0.5016411,0.58827525,0.40121737,0.38871545,0.10042372
