feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,0.09934901,-0.003949736,0.060978718,0.03356368,0.03837029,-0.037513416
1,0.012151908,0.028686369,0.022030726,0.016698584,-0.009878818,0.011987785
2,0.33178917,0.12572142,0.22507313,0.15024318,0.10671604,-0.024521753
3,0.6772086,0.1481638,0.23990084,0.18207568,0.43730778,-0.033911884
4,0.6807335,0.16435705,0.25642344,0.16297185,0.42431006,0.001385197
5,0.08547709,0.030578082,0.057536855,0.03444057,0.027940236,-0.0038624872
6,0.6587456,0.19722125,0.21501364,0.16068426,0.44373196,0.03653699
7,0.747076,0.21559425,0.31731543,0.2419926,0.42976055,-0.026398346
8,0.69011605,0.25563893,0.37504417,0.26284626,0.31507188,-0.007207334
9,0.029167295,-0.011071809,0.052214947,0.034948274,-0.023047652,-0.046020083
10,0.18351004,0.0491433,0.10035767,0.058877483,0.08315237,-0.009734184
11,0.16989844,-0.008428165,0.08754184,0.048348177,0.082356595,-0.05677634
12,0.7886883,0.24577986,0.31965873,0.23789877,0.46902958,0.00788109
13,0.782748,0.10227507,0.17968376,0.12490708,0.60306424,-0.022632003
14,0.14035346,-0.012343116,0.03455255,0.025770165,0.105800904,-0.03811328
15,0.12942605,0.17531241,0.06325993,0.047681786,0.06616612,0.12763062
16,0.85717696,0.1547432,0.28607702,0.18414012,0.57109994,-0.029396921
17,0.7756254,0.24380311,0.30712506,0.22158733,0.46850035,0.022215784
18,0.94288784,0.29264545,0.31020245,0.23205492,0.6326854,0.060590535
19,0.1681173,0.058441214,0.049916252,0.031925302,0.11820105,0.026515912
20,0.1578733,0.058675386,0.10627088,0.07109296,0.051602423,-0.012417577
21,0.068750285,-0.01834924,0.06227071,0.03575104,0.006479576,-0.054100282
22,0.84105104,0.3156303,0.4649003,0.30616048,0.37615073,0.009469807
23,0.73471797,0.1640514,0.16713463,0.116531655,0.5675833,0.047519743
24,0.43863812,0.12944935,0.2137009,0.1401775,0.22493722,-0.010728151
25,0.71406686,0.28610262,0.35740638,0.27056774,0.3566605,0.015534878
26,0.0038063743,0.011603598,0.036541723,0.023219196,-0.032735348,-0.011615599
27,0.18429999,0.07789388,0.0847749,0.061036162,0.099525094,0.01685772
28,0.3403794,0.148982,0.17568119,0.14286138,0.1646982,0.006120622
29,0.8864825,0.22910511,0.35727334,0.24017458,0.52920914,-0.011069462
30,0.16014187,0.05480342,0.0642725,0.03729636,0.09586937,0.017507061
31,0.19041203,0.0957344,0.055704344,0.038233653,0.13470769,0.05750075
32,0.525966,0.15889797,0.18196534,0.13366258,0.34400064,0.025235385
33,0.686476,0.27582175,0.373988,0.25695485,0.312488,0.018866897
34,0.9780929,0.26743355,0.4438077,0.28865665,0.5342852,-0.021223098
35,0.5859851,0.14667614,0.15929544,0.11744219,0.42668968,0.029233947
36,0.8419541,0.21730255,0.25175527,0.18505213,0.5901989,0.03225042
37,0.87396055,0.1993764,0.29542646,0.19647822,0.5785341,0.0028981864
38,0.44109803,0.16002624,0.1909761,0.14538297,0.25012195,0.014643267
39,0.740325,0.17300609,0.2131358,0.15417974,0.5271892,0.01882635
40,0.09412262,0.031246928,0.07149531,0.04830398,0.022627309,-0.017057052
41,0.7120819,0.3230713,0.4194753,0.31308156,0.29260662,0.009989738
42,0.13128686,0.101415314,0.09560513,0.06676235,0.035681732,0.034652963
43,1.0620953,0.30566466,0.45056298,0.31240734,0.61153233,-0.006742686
44,0.77982575,0.3950299,0.493613,0.3548231,0.28621274,0.04020679
45,0.06615252,0.032555066,0.022978527,0.018040668,0.04317399,0.014514398
46,0.7676929,0.310497,0.48614135,0.3277781,0.28155157,-0.017281115
47,0.66289145,0.13433,0.19975492,0.14657551,0.46313652,-0.012245506
48,0.8506268,0.2680123,0.33668208,0.25515607,0.51394475,0.012856215
49,0.6203038,0.1660213,0.19878285,0.13145156,0.42152095,0.03456974
50,0.08573951,0.078387804,0.06307375,0.05364351,0.022665761,0.024744295
51,0.842035,0.30242237,0.36545768,0.25864553,0.4765773,0.04377684
52,0.779104,0.16106944,0.24942394,0.1558615,0.5296801,0.005207941
53,0.93635166,0.20933144,0.2749149,0.18413326,0.6614368,0.025198177
54,0.37640548,0.1252199,0.20162176,0.13348418,0.17478372,-0.008264288
55,0.38143942,0.114289984,0.14774969,0.09671793,0.23368973,0.017572053
56,0.097192556,-0.003520069,0.054248527,0.033169042,0.04294403,-0.03668911
