feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,1.2985349,0.4997347,0.69306314,0.47075215,0.60547173,0.02898255
1,0.36529303,0.104976125,0.16701809,0.10864148,0.19827494,-0.0036653578
2,0.60516554,0.23008633,0.29564062,0.22405383,0.30952492,0.0060324967
3,1.9026598,0.56663483,0.7355138,0.5344032,1.167146,0.03223163
4,1.6128563,0.5452981,0.689988,0.48173937,0.92286825,0.06355873
5,1.2441299,0.49164823,0.61636466,0.45701128,0.62776524,0.034636945
6,0.78893906,0.43143457,0.49581933,0.39043403,0.29311973,0.041000545
7,1.5651371,0.45127335,0.52138156,0.38726455,1.0437555,0.0640088
8,0.22989549,0.11083228,0.114814445,0.09526186,0.11508104,0.0155704245
9,0.27131778,0.08050834,0.10177515,0.07594294,0.16954264,0.0045653954
10,1.2925433,0.5625934,0.5946225,0.39428067,0.6979208,0.16831273
11,2.9951904,0.97860706,0.9948888,0.71815646,2.0003016,0.2604506
12,1.8043853,0.62323374,0.77271354,0.5548289,1.0316718,0.06840485
13,2.4355109,0.7599438,0.89674026,0.65732145,1.5387707,0.10262233
14,0.51411843,0.16944513,0.3128033,0.22122777,0.20131513,-0.051782638
15,0.49569032,0.3123884,0.291814,0.21550107,0.20387632,0.09688732
16,0.96719956,0.3240987,0.4339525,0.30340686,0.53324705,0.020691842
17,0.26750457,0.17283253,0.127118,0.087681666,0.14038657,0.08515087
18,1.6313654,0.6559604,0.8837739,0.60855615,0.7475915,0.04740423
19,1.7399452,0.7859076,0.88867843,0.6837262,0.85126674,0.102181435
20,2.8077214,0.7944939,1.0842845,0.7747812,1.7234368,0.019712687
21,1.5845283,0.51678365,0.69017255,0.5096298,0.8943558,0.0071538687
22,1.4300529,0.45546567,0.65155745,0.45041624,0.77849543,0.0050494373
23,0.24142697,0.07908598,0.14170176,0.1015111,0.09972522,-0.022425115
24,1.4151368,0.56141376,0.7270567,0.54293054,0.68808013,0.018483222
25,0.16115862,0.045511503,0.08023424,0.052376945,0.080924384,-0.006865442
26,0.8185807,0.2628968,0.42764074,0.27207825,0.39093995,-0.00918144
27,0.85257494,0.38213003,0.45842713,0.29899442,0.3941478,0.083135605
28,3.1361651,1.0480862,1.0649719,0.7877374,2.0711932,0.26034874
29,0.3144125,0.12718388,0.12692133,0.09668781,0.18749118,0.030496076
30,0.4572608,0.16556822,0.23350373,0.17452033,0.22375706,-0.008952111
31,0.25695083,0.17601743,0.167708,0.12349578,0.08924283,0.052521653
32,0.14354214,0.012688662,0.08440075,0.05630263,0.05914139,-0.043613967
33,1.2888118,0.4766527,0.62736094,0.46065444,0.66145086,0.015998274
34,1.0487254,0.37668017,0.52769256,0.32949224,0.5210328,0.047187924
35,1.5790615,0.54171216,0.6985496,0.5070267,0.8805119,0.034685493
36,0.5495933,0.17207262,0.21000311,0.14906836,0.33959022,0.023004264
37,0.64987445,0.25624073,0.33316427,0.23507611,0.31671017,0.021164611
38,1.9140271,0.5850164,0.7389928,0.5250122,1.1750343,0.060004234
39,2.5728614,0.66780126,0.9466389,0.6365984,1.6262226,0.031202853
40,1.9226525,0.66930676,0.8506683,0.5855209,1.0719842,0.08378583
41,3.1982925,0.7841891,1.0216628,0.7693057,2.1766295,0.014883399
42,1.1052473,0.4883474,0.5687146,0.4227543,0.53653264,0.06559312
43,0.17383444,0.07937621,0.11517586,0.094123594,0.058658585,-0.014747381
44,2.2497365,0.5132458,0.6268371,0.43693,1.6228995,0.07631582
45,1.4239428,0.740279,0.83811444,0.60355276,0.58582836,0.13672626
46,0.20636119,0.12702732,0.11415397,0.08893801,0.09220722,0.038089305
47,0.85216403,0.35777396,0.51887643,0.37313992,0.3332876,-0.015365958
48,1.2332466,0.52083546,0.68159115,0.46374902,0.5516554,0.057086438
49,1.4700665,0.5396533,0.71497214,0.49167973,0.7550944,0.047973573
50,0.7893576,0.3670014,0.4031114,0.2803101,0.3862462,0.08669132
51,0.41561124,0.19411695,0.22192323,0.1443971,0.193688,0.049719855
52,0.5531141,0.117248036,0.24574117,0.15086415,0.30737293,-0.033616118
53,1.9114076,0.538926,0.6632518,0.5045056,1.2481558,0.03442043
54,1.3464075,0.5098755,0.7166752,0.4949678,0.6297323,0.014907688
55,1.1906346,0.585923,0.6266473,0.43347564,0.5639873,0.15244737
56,2.0575864,0.667357,0.8452665,0.6203327,1.2123199,0.04702431
57,0.8217418,0.25380394,0.33864927,0.23480737,0.48309255,0.018996567
58,0.9771825,0.36333448,0.4074219,0.29326028,0.5697606,0.0700742
59,1.5573584,0.6617011,0.8252934,0.57640064,0.73206496,0.085300446
60,0.6452942,0.30394816,0.31789124,0.23262577,0.32740295,0.0713224
61,0.2758997,0.07170866,0.15886924,0.1230036,0.11703047,-0.051294945
62,1.9238454,0.6428969,0.7367978,0.5613113,1.1870476,0.081585586
63,1.1977534,0.3588484,0.5308367,0.3601249,0.6669167,-0.0012764931
64,1.3588632,0.42367843,0.45095676,0.31781512,0.9079065,0.1058633
65,0.6873821,0.18198477,0.19887207,0.14388774,0.48851,0.038097024
66,1.8801962,0.6217396,0.76121515,0.54394424,1.1189811,0.07779539
67,1.0543622,0.33264318,0.370804,0.2528596,0.68355817,0.07978359
68,0.7300101,0.25386488,0.32205907,0.23706941,0.40795103,0.016795471
69,0.6574882,0.38042632,0.3993301,0.29236034,0.25815812,0.08806598
70,0.17355788,0.06318517,0.07900089,0.053500094,0.09455699,0.009685077
71,0.03446728,0.1712017,0.05006371,0.03266894,-0.015596431,0.13853276
72,0.84974563,0.39226344,0.52209055,0.38618946,0.32765508,0.0060739815
73,0.14400414,0.035982,0.10532774,0.06893623,0.038676396,-0.032954227
74,1.2774345,0.50988567,0.5832648,0.41446957,0.69416964,0.0954161
75,0.30966166,0.13716829,0.17518306,0.1211496,0.1344786,0.016018689
76,1.1593047,0.62326473,0.67192125,0.51606154,0.48738348,0.107203186
77,1.9049821,0.7352743,0.9098525,0.65947473,0.9951296,0.075799584
78,0.6486787,0.2243463,0.29782054,0.21750136,0.35085818,0.006844938
79,1.4104517,0.71062475,0.92670333,0.6842777,0.48374832,0.026347041
80,0.15611006,0.17703612,0.08871652,0.067293234,0.06739354,0.10974289
81,0.1003018,0.041491583,0.05699862,0.041161407,0.04330318,0.0003301762
82,0.23298411,0.026792416,0.12485254,0.07929754,0.10813157,-0.052505128
83,0.42128947,0.14425743,0.22132714,0.14860669,0.19996233,-0.0043492615
84,0.7463343,0.26375988,0.29793268,0.22252564,0.44840163,0.04123424
85,1.2715998,0.36767155,0.4694848,0.33066162,0.80211496,0.037009925
86,0.9347381,0.39395854,0.4567569,0.33922446,0.4779812,0.05473408
87,1.4412036,0.5511939,0.70716363,0.51859295,0.73403996,0.03260094
88,1.0453497,0.41202888,0.4696764,0.3261549,0.57567334,0.08587399
89,1.2760365,0.621761,0.69495136,0.53068244,0.58108515,0.09107858
90,0.81358117,0.30114564,0.38588017,0.27299768,0.427701,0.028147966
91,0.024797931,0.15643546,0.04750145,0.030799786,-0.022703517,0.12563567
92,1.092585,0.3111093,0.5512417,0.35991925,0.5413433,-0.048809946
