feature_idx,seq_effect_obs,struct_effect_obs,seq_effect_shuffle,struct_effect_shuffle,seq_delta,struct_delta
0,2.09668,1.039153,1.7231693,1.2306246,0.3735106,-0.19147158
1,1.5908816,0.9651134,1.4953808,1.0181519,0.09550083,-0.053038478
2,0.18381095,0.31697783,0.17197469,0.11240189,0.011836261,0.20457594
3,1.7538387,1.0599835,1.7418324,1.0935171,0.012006283,-0.033533573
4,0.009544697,-0.06348078,0.015847832,0.010611104,-0.0063031353,-0.07409188
5,0.1283427,0.11168179,0.12297441,0.09125363,0.0053682923,0.020428158
6,1.5175875,1.0119438,1.4811461,1.0160351,0.036441445,-0.004091263
7,2.3488586,1.7158614,2.3159282,1.7234169,0.032930374,-0.007555485
8,2.1108193,1.3855598,1.770047,1.4189808,0.3407724,-0.03342104
9,0.5442491,0.36605325,0.5388922,0.35384002,0.005356908,0.01221323
10,1.295718,0.839083,1.1994193,0.85450876,0.096298695,-0.015425742
11,2.8394642,1.9492177,2.6826751,1.8252398,0.15678906,0.1239779
12,0.15113048,0.121123224,0.15214738,0.113688454,-0.0010169,0.0074347705
13,2.0462873,1.3437961,1.9942586,1.4154184,0.052028656,-0.07162225
14,0.11466326,0.03523169,0.11938818,0.07525727,-0.00472492,-0.04002558
15,4.2500644,3.4795525,3.9573255,3.1430602,0.2927389,0.3364923
16,1.2757692,0.74186295,1.1293614,0.6499709,0.14640784,0.09189206
17,0.013421055,0.03135526,0.047400054,0.031942572,-0.033979,-0.00058731064
18,0.86002564,0.5765136,0.84395856,0.594289,0.016067088,-0.017775416
19,0.17011179,0.1356652,0.16809818,0.1104059,0.0020136088,0.025259294
20,0.10632924,0.0660441,0.118390635,0.08777397,-0.012061395,-0.021729872
21,0.122789696,0.10529773,0.118045345,0.090657786,0.004744351,0.014639944
22,0.15249524,0.11687062,0.1304114,0.085067734,0.022083834,0.031802885
23,0.17349595,0.12927237,0.1618161,0.121585205,0.011679843,0.0076871663
24,1.5556877,1.1935744,1.5129029,1.0587987,0.04278481,0.13477576
25,0.12657118,0.07812456,0.112288274,0.08313396,0.014282905,-0.005009398
26,0.22221848,0.2001384,0.21930265,0.16215657,0.0029158294,0.037981838
27,4.4308915,2.7401514,3.6081386,2.8087015,0.82275295,-0.06855011
28,2.411792,1.5401255,2.103126,1.554799,0.308666,-0.014673471
29,1.9633696,1.5340189,1.6898531,1.2073016,0.27351654,0.32671726
30,-0.0329158,0.14769907,0.020129988,0.013230408,-0.053045787,0.13446866
31,0.073783934,0.03422131,0.049248822,0.036864944,0.024535112,-0.0026436336
32,2.825248,1.9575512,2.607716,1.9783283,0.21753192,-0.020777106
33,-0.020324472,0.11035483,0.0080136955,0.003947504,-0.028338168,0.10640733
34,1.9911964,1.4812624,1.829073,1.3843197,0.16212344,0.09694278
35,1.4750462,1.0224494,1.454706,1.0224413,0.020340204,8.106232e-06
36,2.390406,1.9546587,2.2452388,1.7858942,0.14516711,0.16876459
37,0.047892738,0.078603685,0.047296546,0.04601723,0.00059619173,0.032586455
38,0.12238376,0.110381335,0.12307806,0.08359979,-0.0006943047,0.026781544
39,0.36731514,0.28655413,0.35859242,0.26556,0.0087227225,0.020994127
40,-0.001140445,0.14336881,0.044516936,0.032657973,-0.04565738,0.11071084
41,1.3374953,0.93146056,1.2657566,0.89402115,0.07173872,0.037439406
42,-0.024591407,-0.030477874,-0.0070005013,-0.0027826831,-0.017590906,-0.02769519
43,0.127968,0.08710053,0.13751087,0.10307036,-0.009542868,-0.015969835
44,-0.030176094,0.12366987,0.011547615,0.006550369,-0.04172371,0.1171195
45,3.9242308,2.6737626,2.769451,1.7604342,1.1547799,0.9133284
46,-0.006594134,0.14320754,0.029857751,0.015371896,-0.036451884,0.12783563
47,0.0073446333,0.092797436,0.010099407,0.011675882,-0.002754774,0.08112156
48,1.8112674,1.1524044,1.5058035,1.0119872,0.3054639,0.14041722
49,0.0051921555,0.18348426,0.026597302,0.01835726,-0.021405147,0.165127
